SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss
2248,SOEMMUW12A58A77F60,509390,20 Secretos de Amor - Palito Ortega,AR3UYDN1187B99DCA3,Palito Ortega,134.3473,9,0.822,103.755,1,0,Te Fuiste En Abril,0,0.371880849
2249,SONTEEZ12A8C13EC73,122919,Obsession,ARVUQIC1187B9A7C66,Hevia,280.2673,8,0.716,93.037,4,0.712,Albo,2007,0.386477291
2250,SOGMCVY12A8C13584C,246583,Humid Teenage Mediocrity,ARN2C4X1187B9B363C,Jack Off Jill,137.9522,6,0.204,156.804,4,0.635,Yellow Brick Road,1994,0.502449624
2251,SOWRPTG12AAF3B1C29,323477,Hypnotic,ARIF3EV1187B9B8522,Paul Taylor,266.9971,5,0.247,126.649,5,0.79,Dream State,0,0.270775999
2252,SOGMBVZ12A8C139077,102413,Radiopirate,ARLIUIR11F4C8434D8,Kostis Maraveyas,247.7971,0,0.887,90,4,0.404,Love Alone,0,0
2253,SOELUFA12AB01805B5,535120,Sieze The Day And Other Stories,ARZ1YNY1187B9B673A,Carolyn Arends,231.36608,7,0.033,97.958,4,0.654,Happy,0,0.435405367
2254,SOMTOKI12A8C13AE40,244082,Journey of Joy,ARHNMEZ11F50C4706C,Karen Peck & New River,218.98404,11,0.72,123.586,4,0.591,Behind The Line Of Grace,0,0
2255,SOYCOEX12AB018B5DF,775078,Option Paralysis,ARMAC4T1187FB3FA4C,The Dillinger Escape Plan,281.23383,8,0.001,120.085,4,0,Parasitic Twins,2010,0.672836061
2256,SOMIWET12A8C13EDBD,223566,South Texas Swing,ARSEUOO1187B999569,Adolph Hofner,152.0322,4,0.376,105.169,1,0,We Played A Game,0,0.194758305
2257,SOJVHBP12AB01877F3,505148,"bLe Rock CEst Ca""""",AR8JQ521187FB491AA,Vince Taylor,200.04526,6,0,180.733,1,0.001,Sweet Little Sixteen,0,0
2258,SORVGNO12AB01842E,543005,Rock On,ARVAE6W1187FB3CAF3,The Refreshments,239.41179,10,0.257,142.367,3,0.36,Midnight,0,0
2259,SOUCIGT12AC468E1D7,743132,It Is What It Is,ARHKEEI12802FDD97E,Tammy Pescatelli,129.82812,1,0.263,77.081,1,0.588,Playboy Foundation,0,0
2260,SOCCBQJ12A6D4F9F65,32701,Ollaan Elaimia,AR0A30G1187B9B183,M.A. Numminen,102.79138,8,0.804,141.358,4,0,LAIVAMATKA WC:SS\xc3\x84,0,0.260338243
2261,SOGFLWF12A6D4F64AC,26210,"bAmeriKKKas Most Wanted (Explicit)""""",AROSI8L1187B9ACD43,Ice Cube Featuring Flavor Flav,130.7424,11,0.094,92.482,4,0.895,"bIm Only Out For One Thang (Explicit) (Feat. Flavor Flav)""""",0,0.372530039
2262,SOAHDOA12A6D4FA830,671457,Christmas With The Stars,ARGSJXS1187B994788,Big Dee Irwin,156.02893,10,0.538,108.103,4,0.558,Swinging On A Star,1990,0.591291373
2263,SOMODRR12A8C13EAF6,262089,Signed Sealed Delivered,ARTF2KG1187B98DDD1,Gold City,182.25587,2,0.076,100.022,4,1,Mighty Army Band,0,0.334898744
2264,SOCNTQV12A6D4F4ADD,23599,You Got Me,AR5WPYF1187B9B40DA,VHS Or Beta,501.13261,11,0.008,125.999,4,0.602,You Got Me (The Juan Maclean Dub),2006,0.266955186
2265,SOHRUYI12A8C134C4D,620988,Planxty,AR2XBPG1187B98FCBE,Planxty,139.72853,7,0.179,71.337,4,0,Follow Me Up To Carlow,1973,0.536830581
2266,SOXAHRF12AB0186610,561763,Tristeza,ARPOTDD124207839D1,Samba Trio,121.10322,9,0.28,87.321,1,0,Essa Marie,0,0
2267,SOXWQWO12A8C13BF20,299880,Kent,AR1SQSG1187B9AC782,Kent,222.53669,9,0.576,135.776,3,0.934,Vad tv\xc3\xa5 \xc3\xb6ron klarar,0,0.566707642
2268,SOCRJDR12A8C139007,95078,"bAmericas bugle calls""""",ARCVMYS12454A51E6E,"bThe Sun Harbors Chorus-Documentary Recordings""""",37.01506,10,0.214,125.124,4,0,The Air Force song : Evening colors sequence,0,0
2269,SORVFBF12A8AE488AE,138556,La Extraordinaria Paradoja Del Sonido Quijano,ARAIJG51187B9B97A4,Caf\xc3\xa9 Quijano,255.39873,2,0.056,152.001,4,0.443,En Alg\xc3\xban Rinc\xc3\xb3n,1999,0.48456253
2270,SOSGVRE12AB01832AC,536574,Serie Platino,ARGHMTX1187FB456CA,Los Indios Tabajaras,171.28444,11,0.656,128.162,4,0.305,Sue\xc3\xb1o Salvaje,1997,0
2271,SODSXCY12AAA8C598D,480350,Global Village Idiots,ARFEXDH11F4C840CAC,The Bureau De Change,220.89098,11,0.051,93.909,4,0.743,Seasick,0,0
2272,SOOIUAA12AB01870D5,662567,Days Of Way Back,ARDQO721187FB3C6D9,Rodney O & Joe Cooley,211.27791,4,0.611,123.696,4,0.908,Your Chance To Rock,0,0
2273,SOICCPU12A8C138AC4,93019,True Story,ARLGUTA1187B9B605F,Terror Squad / Remy / Prospect / Armageddon,251.89832,11,0.041,181.3,7,1,Hum Drum,2004,0.473346541
2274,SOXUVWM12AB018BE30,681151,Osaka After Dark,AR9OTFC11C8A415220,D.A.D.,260.362,6,0.453,150.526,4,0,Wild Talk [Live],0,0
2275,SONCRFH12A8AE495EF,235960,Angels Of The Heart,ARFEV5S1187B99F2EA,Aeoliah,262.53016,5,0.265,99.21,5,0.781,The Passion (Regular),0,0.375984302
2276,SOPNFYY12AB01828D4,606388,New Moon,AR557N41187FB3E67F,Swallow The Sun,377.75628,0,0.495,71.758,4,0.85,...and Heavens Cried Blood,2009,0.649398113
2277,SOIDKSM12A8C13C275,111300,The Paul Butterfield Blues Band Live,ARHWVGW1187FB41479,The Paul Butterfield Blues Band,490.84036,5,0.021,200.105,7,0.488,All In A Day (Live @ The Troubadour_ LosAngeles),0,0.254463666
2278,SOHCGGR12A58A78585,514801,Canciones De Amor De Miguel Gallardo,ARXFQDY1187B9AAF1E,Miguel Gallardo,227.60444,10,0.522,108.789,4,0.364,Dedicado,0,0.265861049
2279,SOUTCRW12A8C13D937,297992,Revenge,ARMI8BW1187FB57B2E,Kiss,240.45669,2,0.021,91.413,1,0.94,Domino,0,0.632080937
2280,SOIASMV12AB0182DC0,539483,Sings Cole Porter,AR4PQ891187FB5CA9F,Dionne Warwick,210.96444,7,0.308,101.421,3,0.834,Just One Of Those Things,0,0.379523324
2281,SOMNCXX12A8C130C46,282150,Boo-Tay,ARRA2F91187B9B4061,Bare Jr.,230.05995,7,0.163,91.973,4,0.79,Tobacco Spit,1998,0.334706549
2282,SOYXOJV12AB017FC27,552624,Scars,ARFSPOV1187B9B2363,Basement Jaxx,210.20689,0,0.682,85.332,5,0.512,Twerk (feat. Yo Majesty),2009,0.637592629
2283,SOHBPQS12A58A7A631,53673,Joao,AR3THYK1187B999F1F,Jo\xc3\xa3o Gilberto,312.05832,2,0.099,55.596,4,0,Eu E Meu Coracao,1991,0.531722098
2284,SOMMAMA12A8C13F9E7,609844,How Can it Be Told,ARGP3GD1187B999801,Tony Martin,192.54812,3,0.699,66.568,3,0.724,Where in the World,0,0
2285,SOINLKW12A6D4F8F83,34605,The Man!,ARVML4B1187FB52324,Leroy Hutson,181.55057,4,0.054,122.524,4,1,Ella Weez,1974,0
2286,SORIWJQ12A8AE4778E,135226,Expression,ARHINI31187B995C1D,Singing Melody,231.67955,10,0.226,146.545,3,0.521,I Never Know,0,0
2287,SOKWYNX12A58A802A6,36444,Give It All Away,AR6ET9I1187FB53C65,Ben Jelen,240.32608,7,1,101.954,4,1,Wicked Little Town (Album Version),2004,0.574039754
2288,SOUURWE12AB0182EA3,814747,We Sing of Only Blood or Love,AR2BG0R1187FB398C3,Dax Riggs,158.51057,11,0.534,124.409,4,0,Night is the Notion,2007,0.551109538
2289,SOIPXAK12A8C133A08,143822,Homecoming Hymns,ARBB58Y1187B9B621,Bill & Gloria Gaither,199.02649,0,0.956,50.066,1,0,God Lead Us Along (Homecoming Hymns Version),0,0.261300285
2290,SORMAAO12AC9075357,601112,The Transactional Dharma of Roj,ARMRQFC1269FCD2C40,Roj,65.95873,7,0.05,115.307,4,0.614,The Process Revealed,0,0.401486711
2291,SOEKGVX12AC39275FD,822236,Time To Believe,ARC2HVM1187B98CE05,Clay Crosse,256.33914,3,0.223,143.245,3,0.774,"bGivin My Love""""",0,0.265861049
2292,SOIIQRB12A8C1349E9,282891,Danger Danger,ARJMUEZ1187B98D16E,Danger Danger,292.85832,4,0.57,164.171,4,0.873,Rock America,1989,0.772906696
2293,SOUCKDH12A8C138FF5,555120,"bDont Panic""""",ARJ7KF01187B98D717,Coldplay,139.12771,0,0.428,122.291,4,1,"bDont Panic""""",1999,0.781932171
2294,SOUMZVI12AB018567C,364644,"bBlue To The Bone""""",ARGY96L1187FB410ED,Jimmy McGriff,334.18404,2,0.079,140.085,4,1,After The Dark,0,0
2295,SOAYEQY12A8C140810,611206,Pave the Way,AR78ZID1187B9B31ED,Mikey Dread,251.14077,8,0.308,158.813,4,0,Have you got a Minute to spare,0,0.266955186
2296,SOCIUEE12A6D4F95D1,45348,Le Bordel Magnifique,ARZBYDY1187FB46DD7,Cali,339.80036,5,0.418,160.126,1,0,Dolorosa (Live),2006,0
2297,SOJQTDA12AB0181540,558775,How To Meet Girls,ARS94L01187B9AD297,Nerf Herder,200.04526,7,0.623,171.833,3,0.675,Pantera Fans In Love,2000,0.53066303
2298,SOFQTGN12A8C13E0E8,219487,Reach,ARN5L1O1187FB4D955,Eyes Set to Kill,238.05342,2,0.762,91.873,4,0.61,Liar in the Glass,2006,0.741913732
2299,SOILZTW12A8C1438A1,346689,Street Poetry,ARGYHUI1187B9AC2A5,Hanoi Rocks,236.35546,11,0.018,102.99,4,0.434,"bWalkin Away""""",2007,0.550326336
2300,SOZQJSC12A58A7F42F,27384,Frantic,ARIZODP1187B9AD272,Bryan Ferry,188.18567,7,0,105.361,5,0,Going Down,2002,0.262264742
2301,SOLNCDE12AC468EC62,745790,Unreleased Exclusive Tracks,ARDAE2T1187FB50796,Mr. Sancho,215.97995,2,0.495,167.85,4,0.277,Ooh Baby (feat. Lil Bandit & Royal T),0,0
2302,SOFLKHX12A6701C32A,41905,Gold,AR4BDNG1187FB44870,Robert Palmer,299.78077,2,0.538,141.674,4,0.417,Looking For Clues,1980,0.751436617
2303,SOWQVVZ12A58A7B65C,16061,On Stage,ARZTSYB1187FB54987,Rainbow,663.24853,11,0.547,162.384,4,0.061,"bStill Im Sad""""",1975,0.401486711
2304,SOGXGUK12A6D4FC1B4,176428,Tony Joe,ARCZ20M1187FB49687,Tony Joe White,152.842,7,0.191,122.236,4,0.463,A Man Can Only Stand Just So Much Pain (Bonus Track),1970,0.369053603
2305,SORQTDS12AB0186ED3,643394,Tha Streetz Iz A Mutha,ARS8KBY1187FB4BC7E,Kurupt,207.98649,1,0.707,103.596,5,1,Girls All Pause,1999,0.762646815
2306,SOCDLSK12AB018168E,345588,The Gentle Touch,AR9JLBU1187B9AAEC4,Danny Williams,200.82893,2,0.614,143.467,7,0.588,Stay Awhile,0,0
2307,SOQXSVW12A58A7A419,481650,Voice Of Joy,AROY0LJ1187B99654D,Kol Simcha,164.64934,7,0.398,109.265,1,0,Nigun,0,0.212045405
2308,SOLOLMU12A8C133FB,148126,Freedom,ARCCRTI11F4C845308,White Heart,301.81832,7,0.401,86.096,4,0.293,Let The Kingdom Come (Freedom Album Version),0,0.281466322
2309,SOGYMWC12A6D4FBAF2,64571,LEARNING TO TRUST,ARU2JAB1187FB50C72,David Meece,241.76281,9,0.682,104.56,4,0.823,This Time (Learning To Trust Album Version),0,0
2310,SOTNWCI12AAF3B2028,382330,Fearless,ARS54I31187FB46721,Taylor Swift,245.36771,5,0.989,160.786,4,0.335,The Way I Loved You,2008,0.853828893
2311,SOAKFMO12AB017DE84,326817,How Ya Like Me Now,ARH0Z131187B9B69E9,Kool Moe Dee,272.8224,1,0.341,110.153,4,1,Way Way Back,1987,0.597339043
2312,SOHZUGI12AB0188802,507008,Hogback Mountain Sessions - Vol. 1,ARP4QQS1187B998E46,Forensics,381.33506,11,0.654,96.528,1,0.721,Crappy Shop (50 Cent Diss Track),0,0
2313,SOKWAIM12A8C137350,155097,Vafalungo,AR0693R1187FB59D32,Dusminguet,173.97506,7,0.064,106.073,4,1,Africa,1998,0.349166902
2314,SOBVERW12AAF3B56C0,322647,Joy To The World,ARVNGA71187FB3C107,Faith Hill,189.67465,6,0.306,37.656,4,0,Silent Night_ Holy Night! (Album Version),2008,0.637148191
2315,SOAEHWD12A58A7E36C,550937,Wound Creations,ARDDWUI1187FB379F7,Amoral,306.38975,7,0,129.962,4,0,Metamorphosis,2001,0.457447167
2316,SOEPYBI12A8C13AF79,113735,Lapland,AR798FU1187B9B91CF,Craig Wedren,155.27138,0,0.397,71.283,4,0.224,Alone in Love,2005,0.379523324
2317,SOKJITL12AB017E7FF,341262,Where The Light Is: John Mayer Live In Los Angeles,ARZENOX1187B98A645,John Mayer,263.36608,7,0.508,193.14,4,0.017,Who Did You Think I Was,0,0.713492371
2318,SOFSFXP12A8C13F077,248144,The Path From  A Point Is In The Shape Of  A  Heart,ARPUHKM1187B99F205,Nybbl,232.202,2,0.251,130.06,4,0.088,Such Grand Ideas,0,0.187894979
2319,SOPCFDS12AB017E0E5,627198,Monster Monster,ARAN38V1187FB4C4EE,The Almost,210.59873,11,0.505,84.99,4,0.675,Books & Books,2009,0.62793
2320,SOLTAOU12A8C1375C,328393,Life,AR198711187B9AD09F,Simply Red,333.322,6,0.998,122.811,4,1,Fairground (+ Sample),1995,0.673836145
2321,SOYBRXG12A58A776D6,12585,Back In The USA,ARB336A1187B9A4583,The MC5,149.96853,5,0.428,173.34,1,0,The American Ruse (LP Version),1970,0.590557401
2322,SOUAUZJ12A8C137CDA,295587,The Essential Floyd Cramer,ARY8LJ11187FB4019,Floyd Cramer,125.85751,2,0.055,104.793,1,0,Stood Up,1979,0.537503904
2323,SOVBYCN12A8C13AABC,104875,Generator,AR46CAD1187FB4D84,Bad Religion,138.52689,8,0,139.755,1,0,Fertile Crescent (bonus track),1992,0.407233015
2324,SOWNYEK12A6701F046,9017,Far from Enough,ARE5OK11187FB450F1,Viktor Krauss,243.1473,10,0.146,93.394,4,0,Side Street,0,0.253834736
2325,SOQNJSP12AB017D3B5,336115,Nightmare Revisited,ARR1R5V1187FB4D234,The All American Rejects,195.18649,2,0,109.697,5,0.76,"bJacks Lament""""",2008,0.620458374
2326,SORCCVC12A8C13DFB5,245174,Llego... Van Van,ARFJD5L1187B9A30BA,Los Van Van,268.042,7,0.406,202.153,4,0.578,Appapas Del Calabar,1999,0.392008771
2327,SOPQSPR12AB0183C46,509729,Obras Cumbres Pescado Rabioso/ Invisible,AR2GU4Y1187B99F35E,Pescado Rabioso,526.21016,7,0,80.754,1,0.588,Aguas Claras De Olimpos,1973,0.323112121
2328,SOEOYCV12A8C13CC6F,254896,Crush The Dream,ARZ78EG1187FB4638E,Malefaction,76.90404,5,0.326,151.379,3,0.352,Drowning In Public Approval,0,0
2329,SOFLNBJ12AB017EC59,409506,Live at Montreux 1994,ARM3QKQ1187FB421E0,Willy DeVille,439.30077,2,0.82,143.592,1,0,Cadillac Walk (Album Version),2009,0
2330,SOMYHTA12A6D4FB87D,65878,Kloidt Ze Di Penussen!,ARQB8PN1187B98E6C4,Tresenlesen,239.46404,4,0.481,174.332,5,0.939,Das Gel\xc3\xbcbde,1998,0
2331,SOQVFVG12AAF3B3FA5,529902,Song and Dance,ARUKNSS1187FB435E3,Bobby Broom,382.98077,8,0.513,124.883,4,0,Where Is The Love?,0,0.265861049
2332,SOCYGVT12A8C13ED02,116557,Favorite Hymns From The Homecoming Series,ARBB58Y1187B9B621,Bill & Gloria Gaither,216.18893,3,0.094,111.321,3,1,Farther Along (Favorite Hymns Sung By The Homecoming Friends Album Version),0,0
2333,SOETWIB12A58A7A90D,88553,Recital,ARZEA421187FB5B5BA,Lee Michaels,118.88281,7,0.722,101.015,1,0,Fell In Love Today,1968,0
2334,SOEZRMA12A58A7D1C3,287287,Six Degrees Of P-Funk: The Best Of George Clinton & His Funk Family,ARPOWQJ1187B9A2347,Junie,243.69587,11,0.362,102.682,4,0.696,"bRappin About Rappin (Uh-Uh-Uh)""""",0,0.299877488
2335,SOBHHSV12A8C142BF5,238129,The New Sound of the Venezuelan Gozadera,ARYLSGC11F43A69EF6,Los Amigos Invisibles,218.67057,9,0.543,109.35,4,0.374,Ultra-Funk,1998,0.569049035
2336,SOEOUCQ12A6BD4F935,71800,Kalanta,ARNQAVF11F4C844C04,Despina Vandi,307.87873,9,0.679,87.965,3,1,Kalanta,0,0.460484845
2337,SOZHWVN12AB017FAA2,536869,"bShakin The House Live""""",ARX4D1E1187B9A9C4D,Carman featuring Commissioned & The Christ Church Choir,247.14404,9,0.418,149.978,4,0.177,The Same God,0,0
2338,SOVJFWT12A6D4FA5D4,178550,What Exit,ARQTSDN1187FB41222,Mark Feldman_ John Taylor_ Anders Jormin_ Tom Rainey,527.82975,8,0.211,86.175,4,0.806,Everafter,0,0
2339,SOROXGS12AB0180D21,620764,Traditional Music Of Ireland,ARB06Z71187B99049A,Seamus Egan,184.2673,7,0.611,98.355,1,0,The Munster Cloak,0,0
2340,SOXHMJM12A58A7A33A,19068,Dance Into The Light,AR9W3X91187FB3994C,Phil Collins,262.00771,7,0.796,87.871,3,1,Dance Into The Light (LP Version),1996,0.648557471
2341,SORAWOD12A8C142B3F,380099,STRATA,AR4IWYN1187FB47DF6,Strata,409.83465,7,0.258,91.854,3,0.48,Trio (1932)_ Movement 3: Moderato,2004,0
2342,SOILDHG12AB0188DDF,647577,1999: 10 Year Anniversary,ARPYBWQ1187B989C0D,Natural Elements,220.83873,4,0.339,76.76,7,0.803,NE Thang,0,0
2343,SOMMTIX12A8C139A75,265378,Heavy Like Sunday,ARSQW3I1187B9ACD14,Leona Naess,179.74812,8,0.23,147.256,4,0.328,Heavy Like Sunday,2008,0.683613541
2344,SOHKXIB12A81C207F1,133549,Por Tu Placer,ARRE5MX1187B992292,Frankie Negron,260.8322,11,0.716,125.007,4,0.358,Comerte A Besos (Bachata Version),0,0.615372256
2345,SOPGVOO12A8C13E37D,220624,Deus Ex Machina,ARU22AM1187B9961EA,React,131.082,4,0.124,126.412,1,0.361,Fabrication,0,0
2346,SOQDTMC12A6D4FA1D2,45989,19 Naughty III,AR1ZYLH1187B98C159,Naughty By Nature,216.60689,6,0.757,199.652,4,0.912,The Hood Comes First (LP Version),1993,0.439202489
2347,SOAOCCQ12AB0183F50,415431,Prisoner of Love: A Tribute to Russ Columbo - Remastered Edition,ARPBNLO1187FB3D52F,Tiny Tim,236.77342,5,0.67,87.895,4,0.796,Sweet And Lovely,0,0.254850381
2348,SOAQDXZ12A58A7FFBC,556508,"bLindret Prohibit""""",ARHC1RH11A348F085D,Roger Subirana,288.07791,8,0.851,116.866,4,0.773,Un Res Pyr,2002,0
2349,SOJBPLF12AB018362A,480726,The Ultimate Collection,AR1DR0E1187FB48F61,Kathy Mattea,250.33098,0,0.777,132.335,4,0.129,Standing Knee Deep In a River (Dying Of Thirst),1992,0.437036204
2350,SONMZEM12A6D4FD284,123657,Music & You,ARDROT11187B9AD5AE,Room 5,403.01669,4,0.276,127.99,4,1,Hidden Sun,2003,0.334706549
2351,SOGZXGR12AB017F004,532154,Signature Songs,ARDHNC31187B9A1898,Al Denson,249.67791,9,0.358,80.137,4,0.313,Rain Love,1999,0
2352,SOHIDSZ12A6D4F7CF5,27698,Hard To Earn,ARDSWIE1187FB39056,Gang Starr,316.02893,7,0.468,209.396,4,1,The Planet (Explicit),1994,0.591161425
2353,SOVQKDF12AB01834B3,451479,New People Make Us Nervous,AR1DC0611A348EFB30,Statues,127.73832,9,0.45,182.195,4,0,The Last Stand,2006,0.405115722
2354,SOGBFJS12AB0183AB7,623902,Faithful To Believe,ARNORNI1187B98CAF,Byron Cage featuring Tye Tribbett,240.43057,1,0.26,119.194,4,0.609,In The Midst,0,0.265861049
2355,SOWEZBD12A6D4F8143,691749,Second Skin,AR4C6V01187FB3BAF4,Moonspell,313.46893,1,0.648,120.064,4,0.952,Sacred,1997,0.69314974
2356,SOLWSUT12AB0188BE5,771701,"bRookie Of The Year (Collectors Edition)""""",ARICCN811C8A41750F,Ya Boy,208.14322,2,0.645,117.66,1,1,How U Want It?,0,0
2357,SOJSGWO12AF72A2C49,153947,Hurricane Bar,ARR6MOS1187B994C51,Mando Diao,251.03628,6,0.312,119.346,4,0.298,All My Senses,2004,0.645982704
2358,SOTFKBC12A8C13189D,283993,No Control,ARWZSFC1187FB567BF,Eddie Money,213.68118,0,0.822,120.581,4,0.708,"bRunnin Away""""",1983,0.278426361
2359,SONIIAC12A67AD84E5,16369,A Beautiful Lie,ARRBF3M1187FB4D59F,30 Seconds To Mars,234.73587,10,0.226,106.525,3,1,Hunter,2005,0.792042603
2360,SOPLIYZ12A6D4FBB08,128135,18 CANDLES: THE EARLY YEARS,AR10USD1187B99F3F1,Silverstein,242.83383,9,0.513,202.068,5,1,MY CONSOLATION (LP Version),2006,0.594923657
2361,SOCIVUH12A8C138A99,249287,Deja-Blues,AROC6N61187FB40B14,Steven Halpern,264.82893,6,0.856,144.544,4,0.875,Bamboo Blue,0,0
2362,SOILAJR12AC3DFB3BA,740437,Night Owl,ARNCOPS1187FB5A086,Dolores Keane,249.93914,7,0.593,180.532,3,0.997,Dangerous Dance,0,0.212045405
2363,SOPQQMH12A81C2177E,275330,Encounter,ARNARI81187FB3C9A7,Flora Purim,222.9024,4,0.349,136.234,3,0.549,Latinas,1994,0.334706549
2364,SORBWQW12A8C130C25,283805,Big Wide Grin,ARO0QD41187FB3AB0A,"bKe Mo""""",242.80771,7,0.678,86.631,3,1,I Am Your Mother Too,2001,0.48456253
2365,SONLXKV12A8C13CD49,218508,25 Years/25 Songs,AR82GTS1187FB5662F,Mary Black,283.61098,10,0.587,116.673,4,0.713,Katie,1987,0.599710296
2366,SOERSNE12AB018DCF3,811461,Grounation,ARJO8W91187B9AB734,Mystic Revelation of Rastafari,250.90567,5,0.038,118.132,4,0.78,Ethiopian Serenade,0,0
2367,SORTPHZ12A8C13D374,217700,The Real Testament [Deluxe],AR7Q0O91187FB4DBE7,Plies,223.65995,5,0.773,86.967,4,0.992,I Am The Club (Explicit Album Version),0,0.496175336
2368,SOVSHWF12AF72A75EF,46559,MTA2-Baptized In Dirty Water,AREMPZY1187B9B8FF3,David Banner / Sky / Marcus,263.47057,7,0.027,147.327,4,0.551,My Lord,0,0.319565987
2369,SOODOKY12A6701C584,11549,Out-Of-State Plates,ARDBSFT1187B9AC9C1,Fountains Of Wayne,165.61587,9,0.086,134.289,4,0,"bJanices Party""""",2005,0.468997788
2370,SOXVFYT12A81C2351C,790920,Onda,ARY9J9F1187B990241,Entre R\xc3\xados,285.04771,5,0.862,215.999,3,0.738,Cerca & Extra\xc3\xb1o,2005,0.663373594
2371,SOGVWVG12A6D4FCD8A,127851,I Am Jesus,ARNHJHU1187B98F79C,Nightfall,272.69179,9,0.22,121.949,4,0,Death Of Neira,2003,0.450992312
2372,SOBVZHC12AB0181786,557613,Toutes Les Femmes En Moi,AREMOC71187B996C2F,Lara Fabian,246.20363,8,0.709,104.994,4,0.545,TLFM (Toutes Les Femmes En Moi),2009,0.419125893
2373,SOMPAOJ12A6D4F68B,597395,Lifestyle2 - Acoustic Vol 2,ARB29H41187B98F0EF,Terry Callier,243.04281,11,0.754,125.964,7,0.904,Occasional Rain,1972,0.50254434
2374,SOEHBCX12AB0181B89,387350,Ricky Martin MTV Unplugged,AR2FSX31187B98E3EF,"Ricky Martin Feat. La Mari de Chambao""",247.87546,0,0.505,83.891,4,0.305,Tu Recuerdo,2008,0.601154787
2375,SOZJIWO12AB0189335,680973,Sacrament,ARF1LT21187B989EE,White Willow,659.46077,6,0,101.341,3,0.646,The Reach,2000,0
2376,SOFZQHK12A8C13B23E,265616,Sugar Minott at Studio One,ARIRD6J1187FB5A98C,Sugar Minott,290.35057,1,0.329,158.051,4,0,Try Love,1977,0.379523324
2377,SOGWUAE12A6D4FCE22,227369,Sky Songs,ARNEL2O1187FB4421A,Bukka White,880.92689,4,0.971,114.268,4,0.853,My Baby,0,0
2378,SOCVHWL12A8C13E56D,213506,Eargasm,ARTC5DW1187B98FCF2,Plump DJs,304.45669,9,0.021,134.113,4,0.207,Weighed Down,2003,0.583571263
2379,SOGEMXW12A8C13CC88,168715,Hide & Seek,ARO41T51187FB397A,Sasha,199.23546,7,0.551,101.05,4,0.921,Jour De Chance (Lucky Day),0,0
2380,SOYLCKM12A8C1346FF,220705,Billy Bragg Vol.1,ARJ7SQ31187B9AF432,Billy Bragg,153.88689,7,0.849,176.447,4,0,This Guitar Says Sorry,1984,0.533910373
2381,SONSDBD12A8C13CC4,104883,Unknown Road (remastered),ARGFFA01187B9A2D11,Pennywise,185.5473,7,0.687,171.516,4,0,Dying to Know (Album Version),0,0.288237944
2382,SOCJYJY12AB018A3A3,704331,Time To Burn SE,ARRBTUP1242077FA75,Taking Dawn,236.79955,7,0.656,144.777,4,0,Black Diamond,2010,0.447135796
2383,SOITXNB12A8C144ECD,774167,"bAint No Bout-A-Doubt It""""",ARV38M11187B99424D,Graham Central Station,229.27628,8,0.367,119.633,4,1,"bIts Alright""""",1975,0.488289876
2384,SOUSXAY12A8C1358FA,528854,Laundry Service,AR6PJ8R1187FB5AD70,Shakira,246.43873,7,0.044,93.982,4,0.662,Poem To A Horse,2001,0.7731945
2385,SOZAVXS12A8C134305,86177,Puente Now! The Exciting Tito Puente Band,AR02IU11187FB513F2,Tito Puente,273.81506,0,0.415,102.308,4,0.005,"Carnival (from Black Orpheus"")""",0,0.229144104
2386,SOYEUES12AB0187F14,459038,Elsewhere,ARX134S1187FB46E56,Scott Matthews,325.48526,5,0.427,100.008,4,0.775,Underlying Lies,2009,0.653628682
2387,SOKFQSX12AB0188CEE,806430,Born A Woman,ARFLHWV1187FB4E77F,Sandy Posey,165.19791,0,0.641,149.252,4,0,Touch You,1966,0
2388,SODBXDN12AB018194E,594661,Festival de Cannes,ARM4J201187B9B8B3,Gustavo Santaolalla,276.21832,4,0.623,156.446,1,0,Endless Flight,0,0.334706549
2389,SOZQVTJ12A6701D96,15520,Final Straw,ARVN9FZ1187FB393F1,Snow Patrol,242.05016,0,0.588,143.038,4,0,Wow,2003,0.771473924
2390,SOGJGNM12AB0188BC3,578397,Animation-song No. 1,ARZUVRN1269FB3759D,Mawatari Matsuko,253.77914,0,0.484,86.765,5,1,Hohoemi No Bakudan (YUUYUUHAKUSO Opening Theme),0,0.647247127
2391,SORMUQC12A8C13C1D7,211454,You Make Me Feel Good - Single,ARUIRXF1187FB45BC6,JK,361.16853,6,0.052,125.991,4,0.479,You Make Me Feel Good ,2003,0
2392,SOFDJER12A6D4FD361,627341,Bitesize - Electro Beats,AR3NPVS1187FB5108F,Ministry of Sound,1686.7522,1,0.632,85.958,3,1,Bitesize - Electro Beats Mix,0,0.531722098
2393,SOMIVSA12A8C1419AA,224632,"bMartn\xc3\xa1lia em Berlim ao vivo""""",ARIYZFT1187FB5393E,"bMartn\xc3\xa1lia""""",157.07383,7,0.115,144.548,1,0,Cabide,2006,0.598688453
2394,SOCLLWU12A8AE47C66,280475,Les Fleurs Du Bien,AR5IHI31187B998618,Pascal Obispo,246.56934,6,0.435,130.057,4,0.177,La Machine,2006,0.340922756
2395,SOOJCHC12A6D4F81E1,47538,...Somewhere More Familiar,AREPD8D1187FB3F5BC,Sister Hazel,188.62975,7,0.904,138.581,1,0,Think About Me,1997,0.707172424
