Lyrics,wordCount,charCount,avgWordSize,stopwords,numerics,upperCase,lowerCase,song_hotttnesss
"I can see the void, Dark like prison. Take me to the eyes of this boy. And now dance with me.  I can see the world, Sharp like paper. Take me to the eyes of this girl. And now dance with me.  You found this one long kiss. Your shadow stays forever in a safe tonight, I'm falling to the ending. Dance with me.  Oh tonight I'm a teenage queen. (Sometimes I feel so beautiful.) Oh tonight I'm a teenage queen and it never stops. ",89,426,3.976470588,29,0,3,67,0
"Verlon Thompson/Mark D. Sanders  Well, I pray I'm wrong But I feel you stealin away from me Your heart's a-beatin to a chain-gang song Well, you just can't help it if you got be a thief  And steal the thunder from the sky The water from the river You can have the winter wind It only makes me shiver Take the snow off of the moutain The wave off of the sea  Don't take your love away from me ",83,392,3.924050633,32,0,3,61,0
(by Margaret A. Roche)   I'm losin' you fading from view  aging and aching and raging and faking I'm  losin' you losin' true ,27,125,4.5,6,0,1,17,0
"Got a picture of a glorious day A sunny afternoon somewhere with a view And I don't care what it's all about As long as I'm with you  And I, I wanna run away with you I, I wanna run away with you  ",46,197,3.534883721,17,0,6,32,0.79398746
You are far too fragile to exist I didn't see the hand I'd never kiss And I barely felt your heartbeat inside of me The empty patter of your feet is too fast to see  The families all gather round And they make some sympathetic sounds ,48,234,4.065217391,16,0,2,38,0.590890611
"Children sleeping, snow is softly falling Dreams are calling like bells in the distance We were dreamers not so long ago But one by one we all had to grow up When it seems the magic's slipped away We find it all again on Christmas day  Believe in what your heart is saying Hear the melody that's playing There's no time to waste ",65,329,4.206349206,26,0,0,53,0.270775999
"I wanna take you to a place I'd better find right here Don't have to travel far away to the down your head It's the kinda of place to show your face and no one cares What you do or what you say, or what you wear  There's no secret, you can find it if you look inside Yourself and no one else don't have to be a bumpy ride You've been searching on a ... no ones step It's a magic place  ",86,386,3.626506024,42,0,1,73,0
Gloria aleluya Padre del cielo adorarte quiero sólo a tí.  Dios majestuoso del universo adorarte quiero sólo a tí.  Que tu nombre sea exaltado eternamente tú eres el mismo hoy y siempre a ti doy la Gloria sólo a tí.  Gloria aleluya Padre del cielo adorarte quiero sólo a tí.  Que tu nombre sea exaltado eternamente tú eres el mismo hoy y siempre a ti doy la Gloria sólo a tí.  ,77,377,4.23943662,9,0,0,62,0
"I've got it Oh, I've got it I've got it  There ain't no need to call your friends And tell them you'll be out hangin' at the club tonight Baby, can't you see that I've been working out, my body's tight I can make you feel, happy and so nice just tell me what you desire  Want me to swing from a pole? I've got you If you want me baby to make you warm, I've got you If you wanna see my thongs up high, I can do it right  If you want a little private dance, I've got you If you want it baby with romance, I've got you If you want a little menage a trois, baby, that's too far  Tell me what you want, tell me what you need Satisfaction is guaranteed Tell me what you want, tell me what you need ",151,692,3.712328767,64,0,2,123,0.662651979
Alejandro Lerner Miscellaneous Canta Una Cancion De Amor Canta una canción de amor en medio de la guerra ,19,105,4.833333333,0,0,0,9,0
Ain't no talking to this man Ain't no pretty other side Ain't no way to understand The stupid words of pride It would take an acrobat And I already tried all that so I'm gonna let him fly  Things can move at such a pace The second hand just waved goodbye ,53,255,3.980392157,18,0,1,41,0.607908633
Take the time to find out what's been going wrong Take the time to sit and take it in Walk the line and find out who your friends are Take the time and let the light shine in  It'll all come around Soon as you figure it out It'll all come around So figure it out  Take a chance and never let it slip away Take a chance and make the moment yours ,76,345,3.698630137,34,0,0,63,0.619305881
"Old Mister Johnson had troubles of his own He had a yellow cat that wouldn't leave it's home; He tried and he tried to give the cat away, He gave it to a man goin' far, far away.  But the cat came back the very next day, The cat came back, we thought he was a goner But the cat came back; it just couldn't stay away. Away, away, yea, yea, yea  ",75,344,3.75,27,0,0,62,0.462643183
"Rick Astley  When we were out dancing the other night You almost got me into another fight You always want to prove you've got the touch, baby To make all the other guys want you so much  But if you ever do that to me Just one more time I swear to you that I will blow And baby that's  (Chorus) The bottom line The bottom line  If you really love me like you say Wouldn't keep on hurting me this way You always turn away when I call your name And baby things just stay the same ",103,478,3.836734694,37,0,3,79,0.386790177
It's hard to explain Inherently it's just always been strange Neither here nor there -- always somewhat out of place everywhere Ambiguous -- without a sense of belonging to touch Somewhere halfway -- feeling there's no one completely the same  Chorus: Standing alone -- eager to just believe it's good enough to be what you really are But in your heart uncertainty forever lies and you'll always be somewhere on the outside ,74,424,4.875,30,0,0,60,0.573019828
"Under the rising sun, dirty, yellow children play And in the red pagoda, mamasan is praying Blood wasted saving face, ancestors are looking on As they wave their silver samurai underneath the big gun  Hiroshima, no one could imagine Not the victors nor the victims Pitiful survivors nor the pawn of a man Who had the button under his hand, no one would believe it  God, God is on our side, he placed the power in our hands To teach the yellow peril, this is Christian mercy ",90,474,4.425287356,33,0,0,75,0.377531645
"That familiar sound, explains what I'm feeling I'm both lost and found, never been there before  A ritual disgrace, Marrakech adventure  That familiar sound, explains what I'm feeling I'm both lost and found, never been there before  That familiar sound, explains what I'm feeling I'm both lost and found, never been there before  ",58,331,5.169811321,18,0,1,42,0.81063009
"(Gary Moore)  I've been searchin' for something I might never find. I've been looking for something I have left behind. I've been searching every day in the rising sun. I've been trying to find my way till the day is done. I've been searching. Hm-hm-m-m.   I've been reaching for something I might never touch. And I've been dreaming of something that I want so much. I've been counting all the tears in the falling rain. I've been trying to hide my fears, but it's all the same. And I don't know if I'll ever pass this way again.  ",103,532,4.387755102,35,0,5,78,0.239629098
"Es siempre igual si te veo y bien tienen que hablar Si para contarme lo que hiciste y lo que harás Que no soy yo el primero que estubo en tu amor Y todo el mundo que pretende aconsejar  Quien soy para juzgarte por lo que pasó? Yo solo quiero adorarte, mostrarte mi amor ",56,270,3.981481481,3,0,1,48,0.503381236
"i feel like a ghost in my own life the rumor promised to do me right, now who's life is that on my tv, yeah well thats the way it's supposed to be i'm down in the jungle you're the fucking queen i'm down in the jungle you're the fucking queen i'm telling you baby you're the only fun they gone and left the planet to the chosen ones look to the bottom there ain't no soul and i'm in love with a big black hole but i can dig it cause i'm a hound we got the garbage as our playing ground well maybe in the future i can be your man well maybe if i fuck you i can hold your hand ",125,575,3.637096774,66,0,0,124,0.551921515
