SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss,Lyrics
464,SOUUNYT12AB0184F40,552550,Man-made,ARHPPJK1187B9AC897,Teenage Fanclu,221.41342,5,0.915,122.002,4,0.909,"bIts All In My Mind""""",2005,0.585452852,
465,SOEJJAZ12A8C132CAF,283875,Trick Or Treat - Original Motion Picture Soundtrack  Featuring FASTWAY,ARZ4UWR1187FB41898,Fastway,318.9024,9,0.352,134.819,4,0.2,Heft*,0,0.611702203,"My, my said the beggar man What you give and what you take  Are two different things  Eat up what you've got  Evil winds that drag your bones to rot  Evil winds that'll set, set me free   Suicide of the first division  Found dead with a noose wrapped around your head  No one cared to raise an eye  Don't it make you wanna' scream, scream till they cry  Evil winds that'll set, set me free  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
466,SOGVOOU12A8AE4643A,135138,Sun Shower,ARU9KWP1187B98B2A7,Busdriver,316.21179,11,1,129.993,4,0,Sun Shower - Cadence Weapon Remix (Cd),2007,0,"Me and you in love with our Rule over solid waste Our artistic merit is questionable We'll fall on our face And I can't bare the sight Not to sound pragmatic But our parents were right This ain't adequate But you can always seek refuge under…  Sunshowers There's a place for you, not no place for me under… Sunshowers Return to the bourgeoisie while I sift through debris  You view the poverty line as a threshold For truth in pricey slums This ain't art school, it's a shark pool ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
467,SOITJXD12A8C133C31,540002,Strictly One Drop,AR3TITY1187B99E790,Gyptian,219.76771,2,0.82,147.436,4,0.395,What Are You Fighting For,0,0.215080319,
468,SOWLGVU12AC3DFA925,694058,"bEverybodys Fine""""",ARQ3VBJ1187FB3FE55,Dario Marianelli,262.94812,7,0.876,162.487,4,0.589,Why Did You All Lie to Me?,2009,0.212045405,
469,SOAPNML12A8C13B696,265372,In Ghost Colours,ARWD3OC1187FB3A666,Cut Copy,289.04444,11,0.637,128.006,4,1,Cold Youth,2008,0.522733261,"It's a strange love, That i've been feeling, When I was sixteen, Oh liquid ?  In a jumpsuit, In a comic book, Whispear in the truth, Oh it's a cold youth  And it's a strange love, That i've been feeling, When I was sixteen, ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
470,SOFJJXH12A6D4F8104,47036,Paul Stanley,AREUUVW1187B99A697,Paul Stanley,191.55546,5,0.477,140.172,4,1,Move On,1978,0.705023456,"Mmm, yeah When I was just a baby, mama sat me on her knee She told me ""Boy you listen there's a lot you oughta see A lot of pretty women, gonna try and tie you down You don't know what you're missin' if you never look around""  Move on, that's what she told me Move on, mmm yeah Move on, whoo oh, oh Move on, I'm leavin' on my way  Told you that forever was a word I couldn't say I don't know 'bout tomorrow 'cause I'm livin' for today You're every inch a lady and you'll always have my love ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
471,SOBXZGV12A6702074F,6945,Whisper To The Wild Water,ARHOCKY11E2835D7C,Maire Brennan,113.55383,7,0.466,67.76,3,0.947,Bi Thus A Mo Shuile (LP Version),0,0.334706549,Bí Thusa mo shúile A Rí mhór na ndúil Líon thusa mo bheatha Mo chéadfaí's mo stuaim Bí Thusa i m'aige Gach oiche's gach lá ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
472,SOULIKU12A58A78CE2,228741,Awake Live,ARGVJPK1187B9909EA,Josh Groban,311.14404,5,0.247,140,3,1,February Song [Live],2008,0.439202489,"Where has that old friend gone Lost in a February song Tell him it won't be long Til he opens his eyes, opens his eyes Where is that simple day Before colors broke into shades And how did I ever fade Into this life, into this life  And I never want to let you down Forgive me if I slip away When all that I've known is lost and found ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
473,SOEOMWI12A67ADB831,16762,"bThe EMI Years 1973-75""""",ARNE16X1187B9B2DEE,Jimmy Cliff,216.45016,5,0.461,83.712,7,0.141,Million Teardrops,0,0.270775999,
474,SOYBGAM12AB017A82A,484159,Emergency Broadcast,ARCCRTI11F4C845308,White Heart,184.68526,5,0.601,104.52,4,0.52,Speed Of Sound (Emergency Broadcast Album Version),0,0.261733308,"With instruments in hand We'll cut across this land Let's make some noise in these united States of emergency, spiritual urgency Set up the wires and cue the band  We'll take the message of the Lord We'll be singing, voices ringing His love is shining through in every chord We ain't slowin' down Comin' at the speed of sound  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
475,SOQCKBB12AB01864F9,673446,Nervous Nitelife: Tom Stephan,ARC39PE1187B9B2C01,Major Lazer,352.02567,1,0.487,127.873,4,0.594,Keep It Going Louder (Tom Stephan Harder Mix),0,0.215080319,"Me and my friends rollin like rockstars, So we by the bar. All eyes on us girls watchin from far, We shining through the dark. Saw this sexy little thing she was biting her lips, Working at me hard. So I just went over there and just whispered in her ear Do you wanna start?  Girl i wanna party with you, Girl i wanna party with you, I've got the girls in the truck bout six chicks deep, And you know girls we rollin with is straight sexy. Girl i wanna party with you, Girl i wanna party with you, I've got the girls in the truck bout six chicks deep, And you know girls we rollin with is straight sexy.  Tonight can you keep up? When we hit the dance floor you know we turn the heat up. Its like the roof on fire everyones desire, ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
476,SOICOXW12A8C144D5C,314721,Return to Snowy River Part II,ARRC2JF1187B9B6A93,Bruce Rowland,93.09995,0,1,85.774,1,0.991,You Should Be Free,0,0,
477,SOYBVOI12AB017AD6,440144,Voices Of Americana: Delbert McClinton,ARJFOC01187FB413A5,Delbert McClinton,105.35138,7,0.371,112.053,4,0.56,Lover In Demand,2000,0,
478,SOJAMMF12A58A7656D,583091,Black Gives Way To Blue,ARSW5F51187FB4CFC9,Alice In Chains,239.35955,8,0.772,96.941,4,1,Take Her Out,2009,0.692961319,"Here I am again I feel time is draggin on Aren't you getting tired of me? Whinging overdrawn  Faceless, blind Want to take her out again She's not just mine Want to take her out again  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
479,SOQWSGM12A6D4FC3C6,274369,"bCant Stop Wont Stop""""",ARIRCA31187FB58E84,The Maine,209.00526,0,0.738,130.031,4,0.837,You Left Me,2008,0.84967867,"(Oh you left me with a broken heart And now I see what I shoulda from the start Yeah you left me with nothing but a kiss And now I'm leaving you with these lips With these lips, oh)  Everything looked fine from here Everything looked more than clear But now you're gone and I'm still here (Yeah, check it out) So check it out (so check it out) I wrote it down (I wrote it down) In case you ever left this town And baby, you can't fire me (no way) 'Cause I quit Right now  Oh you left me with a broken heart And now I see what I shoulda from the start Yeah you left me with nothing but a kiss And now I'm leaving you with these lips  Whoa, whoa (You left me) Whoa, whoa (You left me) Whoa, whoa (You left me) (Baby, baby) Whoa, whoa (You left me) Whoa, whoa ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
480,SOJMCCN12AB0185039,509820,Love Is Back,ARQEPTZ1187FB4CD36,Toby Love,202.26567,9,0.457,90.681,1,0.808,"bHappy Valentines""""",0,0.334706549,"Hoy yo venia a declararte mi amor a darte mi sueños y mi vida todo lo que soy...  Traia mil versos en un papel Tantas carisias que para ti guarde Y el amor que hay en mi desde que te bese  Y hoy me das tu adios sin explicacion sin motivo y sin razon Y me dices no sin pedir perdon y me dejas sin tu amor...  Happy Valentine, My Love, Hoy me haz roto el corazon  Happy Valentine, My Love, ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
481,SOCLZZX12AB01849D3,364290,Sunshower,ARD6L7O1187B995ADA,Dave Valentin,277.21098,10,0.712,82.763,3,1,Sunshower,1999,0.215080319,
482,SOIYNOF12AB0182141,399933,Casual,ARD7TVE1187B99BFB1,Casual,203.02322,10,0.456,92.783,4,1,Bailando,0,0,
483,SOAHUNU12A6D4FEDC,272680,"bTurned Left But Dont Know If It Was Right""""",ARM9D241187FB4DB7D,Marygold,204.90404,7,0.24,93.908,4,0.377,Restcure,0,0,
484,SODQFQC12A8C13FD7A,441073,The Open Door,ARVXU2X1187B9AE6D8,Evanescence,331.36281,0,0.806,91.371,4,0.934,Good Enough,2006,0.73897068,Under your spell again I can't say no to you Crave my heart and its bleeding in your hand I can't say no to you  Shouldn't have let you torture me so sweetly Now I can't let go of this dream I can't breathe but I feel  Good enough I feel good enough for you  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
485,SOMGYNM12A6D4F9B9,42842,Supersized,ARYG6CU1187FB3852,Milk Inc.,206.75873,3,0.555,130.008,4,0.495,"bBreakin""""",2006,0.430160637,"Where were you late last night 3am, car is gone Three messages no reply What has been going on Why don't you tell me baby What you've been doing lately I used to turn you on What has been going on  You say that you don't want to But you're a man you've got to And I'm a sexy lady I'll get somebody else Why don't you tell me baby What you've been doing lately I used to turn you on ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
486,SORZMJJ12A58A7E2D0,680738,Foridoles,ARWJHW61187B98FA8E,Papa Wemba,379.08853,4,0.225,123.157,4,1,Dixi\xc3\xa8me Commandement,0,0,
487,SOQZGAT12A8C134122,195832,In Control,ARE13NK1187FB4CF92,Alternative TV,229.92934,9,0,118.657,4,1,It\x19s Raining,0,0,
488,SOZHGBF12A8AE49137,280528,Int\xc3\xa9grale Les Cactus,AR3QRJ91187B98E4C2,Jacques Dutronc,189.85751,2,0.155,122.826,1,0,Les Femmes Des Autres,1969,0.215080319,
489,SODAWYC12A8C13B094,255677,T Lavitz And The Bad Habitz,AR49REC1187B9AFDF4,T Lavitz,46.00118,6,0.129,118.183,1,0,Times Square,0,0.237380991,
490,SOPWCJF12AB0183997,507157,Dusty Porch,AR039B11187B9B30D0,John Williams,132.64934,4,0.039,67.458,4,0,Old Man Rocking Chair,2004,0.292114972,
491,SOZZBDC12A8C146917,527753,Fall River Legend,ARJ8YLL1187FB3CA93,Morton Gould,1610.00444,7,0.034,47.891,4,0,Fall River Legend: Conversation: Morton Gould/Agnes de Mille,0,0,
492,SODIOXW12A6D4FD0D3,176415,Healing,ARXHWL31187FB476F4,unloco,362.34404,8,0.006,145.717,4,0.986,Bystander (Album Version),2001,0.697480929,Feel alone All I do is say I alone can be your kind  This is not the same I am not the same I can feel you come in two and three This is not the same I am not the same When I feel awake  Close your eyes Everything I've seen I this time can be your mind  This is not the same I am not the same I can feel you come in two and three This is not the same I am not the same Then I feel awake  Let God cry Then I'll wash it away Let God cry Then I'll wash it away  Dry your eyes ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
493,SOQLAUY12A6D4F900A,34609,Times Have Changed,ARCT5P61187FB3D950,The Impressions,236.69506,10,0.666,90.089,7,0.649,Need To Belong To Someone,1972,0.304169503,
494,SOADCFY12A6310E353,598,G-Sides,ARAXU5Z1187B98FECD,Gorillaz,183.53587,2,0.355,171.924,4,1,Rock The House (Radio Edit),2001,0.647653855,"I know you like that, you want to try that It's like a flashback, so shake your ass crack I got the balls to rock the salsa Funk the blues-a, any groove to Make your move, 'cause taking you to Another landscape is my mandate I'm highly animated even though I'm decomposin' So if your feet is frozen, I'ma die to see you ropin'  And when the MC rhyme and the DJ spin I want y'all to just get down Now while the MC rhyming and the DJ cutting I want y'all to just get down And when the MC rhyme and the DJ spin I want y'all to just get down Now while the MC rhyming and the DJ cutting I want y'all to just get down  Tap your toes and clap your hands (How many people ready to rock the house?) Come on, trace the globe and shake your pants (How many people ready to rock the house?) Just twist your hip and do the dip (How many people ready to rock the house?) Come on, shake and bake, do whatever it takes (How many people ready to rock the house?) ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
495,SOQBPJS12AC3DF56FC,823358,More Than Religion,ARA2GMZ1187B98CB13,The Wilburns,232.28036,7,0.702,117.492,3,0.525,One Little Baby,0,0,
496,SOTSEIR12A8C141BA6,374100,Sugar Man,ARBYFR71187B99A2A4,Sam Baker,144.74404,8,0.064,111.852,4,1,"bI Cant Stand It""""",2005,0,
497,SOIWLJY12A8C13CBF3,599669,The Hour Before Dawn,AR7AE0Q1187B9AE30E,Solas,232.56771,0,0.837,140.09,4,0.457,Bonnie Mae,0,0.447784051,"Bonnie Mae a-shepherding has gone To call the sheep to the fold And aye, as she sang, her bonny voice, it rang Right over the tops of the downs, downs Over the tops of the downs  There came a troop of gentlemen As they were riding by And one of them has lighted down And he's asked of her the way, the way He's asked of her the way  ""Ride on, ride on, you rank riders Your steeds are stout and strong For it's out of the fold I will not go For fear you'll do me wrong, wrong Fear you'll do me wrong""  Now he's taken her by the middle jip And by the green gown sleeve And there he's had his will of her And he's asked of her no leave, no leave He's asked of her no leave ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
498,SOELWIL12A8C14373,425923,"bR\xc3\xa9chauffe Lhiver""""",ARL6F541187B9ADC0C,Francky Vincent,261.74649,6,0.854,114.786,4,1,"bLantillais Donne""""",0,0,
499,SOXPTZV12A58A7DF86,538236,Each Birth a New Disaster,ARJJVXV11F50C4EF76,Population Reduction,172.48608,8,0.21,127.151,4,0.191,Road-Age at the Farmers Market,0,0,
500,SOVZDMI12AB0188DA6,776016,The L Word: Season 3,ARGJ0911187FB4613F,Maria Muldaur,180.87138,11,0.382,137.549,1,0.064,"bIt Aint The Meat Its The Motion""""",1974,0.636287224,"It ain't the meat it's the motion That makes your daddy wanna rock It ain't the meat it's the motion It's the movement it isn't the stock  Well, I got a girl that's so darn thin There ain't much of her but bones and skin One thing about her I can understand She wraps all around me like a rubber band, baby  It ain't the meat it's the motion That makes your daddy wanna rock It ain't the meat it's the motion ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
501,SOWNOIQ12A58A799E1,327279,"bGodspeed On The Devils Thunder""""",ARF0W6Z1187B9AC325,Cradle Of Filth,358.37342,10,0.245,160.102,4,0,Sweetest Maleficia (Album Version),0,0.609608465,"[Gilles de Rais:] I conjure you Barron, Satan, Beelzebub By the Father, the Son, and the Holy Spirit By the Virgin Mary and all the saints To appear, in person So that you may speak to us And fulfill our desires  Come at my bidding And I will grant you Whatever you want, however vile And the containing of my life  He would rise triumphant All done up On a plume of craven wings Trafficking with sycophants Sharing his cup Amidst other graver things  Alchemists and sorcerers stitched his head With the stench of pitch and myrrh  The devout faded out but the pagan remained The candles burnt low and still nothing came Bearing golden secrets from a cold malevolent race  He would have his demon He would have his vice All save his soul was up for sacrifice Despite their raising not a single hair Everything stank of witchcraft there  From the stained chapel to the statued lawn ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
502,SOOTWRY12AB018277E,548422,Walking In Faith,AR1W3MA1187B99E6D8,Danny Wright,191.7122,5,0.827,149.682,3,0.46,Believe,0,0.263254973,
503,SODJAZO12A81C2074D,230207,The Abominable Iron Sloth,ARJG34V1187FB3AC14,The Abominable Iron Sloth,130.45506,9,0.327,66.275,4,0.795,Sailing To The Edge Of The Earth,2006,0.576399981,
504,SOABRXK12A8C130A36,192588,Alex Loves...,ARCEEC91187B9AC4F,"bAlexander ONeal""""",301.45261,9,0,117.949,4,1,Saturday Love,2008,0.741621754,
505,SODISVN12A8C139DBF,297291,"bThe International Jim Reeves/ Good N Country""""",ARZVTZN1187FB579D4,Jim Reeves,151.58812,6,0.385,91.632,4,0,TRUE,2000,0,"It's true, I know it's true, I'm losing you And it's breaking my heart It's true, I know we're through There's someone new, it just tears me apart.  I don't know what I'll do without you ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
506,SOGCFKE12AB01843C0,704924,Ghetto Life,ARL5BEN1187B98E4D9,Jah Cure,240.48281,4,0.359,160.655,1,0,How Can I,2003,0.564476146,
507,SOLRMRV12AB017B887,536523,Donde Estas Corazon,ARXTM8U1187B99F200,Pablo Montero,202.34404,9,0.218,101.438,1,0,Jarabe De Pico,0,0.251874625,
508,SOAMLPM12A8C13501C,150501,Miles To Miles,AR0LVFQ1187B9A84E0,Jason Miles,294.76526,5,0.079,84.623,5,1,Street Vibe,0,0,
